"기관코드","기관명","검체명","검사명","rslt","제조사명","정답","기준SDI","세부SDI"
"1000000532","의료법인 목포구암의료재단 목포중앙병원","CU-25-03","-Specific Gravity","1.021","Sysmex","","-3.14","-3.14"
"1000000586","아이엠씨강남의원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000000648","System.Xml.XmlElement","CU-25-03","-Leukocyte","±","Beckman Coulter Inc.","1+, 2+, 3+","",""
"1000000653","(의)용인서울병원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000000740","(사)대한산업보건협회 경기지역본부","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000741","대한산업보건협회 창원산업보건센타","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000742","대한산업보건협회 경북지부","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000743","대한산업보건협회 경기서부지역본부","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000744","대한산업보건협회 울산지역본부","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000747","대한산업보건협회 전북산업보건센타","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000748","대한산업보건협회 부산지역본부","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000750","대한산업보건협회 대전세종지역본부","CU-25-03","-Leukocyte","-","Others","1+, 2+, 3+","",""
"1000000767","반도정형외과병원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000000830","대한산업보건협회 대구지역본부","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000837","의료법인 건명의료재단","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000000875","POSCO 부속의원","CU-25-03","-Specific Gravity","1.021","Sysmex","","-3.14","-3.14"
"1000000877","순천의료원","CU-25-03","-Specific Gravity","1.028","Siemens Healthineers","","4.06",""
"1000000968","단국대학교치과병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000000975","누네안과병원","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000000987","광양제철소부속의원","CU-25-03","-Specific Gravity","1.026","Sysmex","","4.00","4.00"
"1000001212","성문의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001231","혜화영상의학과","CU-25-03","-Leukocyte","-","YD diagnostics","1+, 2+, 3+","",""
"1000001240","목포복음내과","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000001256","미듬내과","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000001266","새서울내과영상의학과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001268","성요셉가정의학과의원","CU-25-03","-Specific Gravity","1.005","Abbott","","-5.27","-5.27"
"1000001338","손경수내과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001350","박창현내과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001359","서울영상의학과의원","CU-25-03","-Leukocyte","±","㈜디에프아이","1+, 2+, 3+","",""
"1000001363","김광석외과의원","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000001368","이록윤내과의원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000001374","의료재단 녹십자 (광주)","CU-25-03","-Specific Gravity","1.026","Sysmex","","4.00","4.00"
"1000001376","JS메디칼내과외과정형외과의원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000001378","무지개병원","CU-25-03","-Leukocyte","±","㈜디에프아이","1+, 2+, 3+","",""
"1000001384","동남권원자력의학원원자력병원","CU-25-03","-Specific Gravity","1.021","Sysmex","","-3.14","-3.14"
"1000001403","남양주21세기병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001412","화순중앙병원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000001480","속시원내과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001483","서준의료재단 예천권병원","CU-25-03","-Specific Gravity","1.008","Abbott","","-4.27","-4.27"
"1000001485","하이큐영상의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001486","대한산업보건협회 남부산의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001512","명내과방사선과","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001523","동순천 내과의원","CU-25-03","-Leukocyte","±","㈜디에프아이","1+, 2+, 3+","",""
"1000001553","두암기독병원","CU-25-03","-Specific Gravity","1.005","Abbott","","-5.27","-5.27"
"1000001596","한성병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001654","5사단 의무근무대(열쇠병원)","CU-25-03","-Leukocyte","±","㈜디에프아이","1+, 2+, 3+","",""
"1000001724","정해산업보건연구소중앙의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000001737","바로본병원","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000001741","맑은샘병원","CU-25-03","-Specific Gravity","1.015","Siemens Healthineers","","-4.06",""
"1000001780","현대요양병원","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000001820","오산한국병원","CU-25-03","-Leukocyte","-","Beckman Coulter Inc.","1+, 2+, 3+","",""
"1000001821","경기도노인전문평택병원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000001837","김정백 내과","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000001868","봉담성모내과의원","CU-25-03","-Leukocyte","-","Others","1+, 2+, 3+","",""
"1000001903","늘좋은내과의원","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000002077","아인의료재단 아인병원","CU-25-03","-Specific Gravity","1.021","Sysmex","","-3.14","-3.14"
"1000002177","금성의료재단 상그릴라요양병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002288","쾌찬내과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002296","장안속내과","CU-25-03","-Specific Gravity","1.030","Abbott","","3.07","3.07"
"1000002371","김현우내과","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002373","대구 열린큰병원","CU-25-03","-Leukocyte","-","Others","1+, 2+, 3+","",""
"1000002398","성모내과","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002399","부산 순 병원","CU-25-03","-Specific Gravity","1.015","Siemens Healthineers","","-4.06",""
"1000002418","BB요양병원","CU-25-03","-Specific Gravity","1.010","Siemens Healthineers","","-7.19",""
"1000002445","태성의료재단 제일조은병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002558","양지요양병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002618","공내과","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002644","경기웰니스요양병원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002696","샘고을요양병원","CU-25-03","-Specific Gravity","1.010","Abbott","","-3.60","-3.42"
"1000002748","비케이내과의원","CU-25-03","-Specific Gravity","1.200","Abbott","","59.73","57.87"
"1000002784","센텀내과의원","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000002794","송내과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002797","강진 오케이내과","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000002859","원광종합병원","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000002911","우리메디컬의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000002988","정다운병원","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000003050","전내과의원","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000003070","의료법인 인산의료재단 자인플러스병원","CU-25-03","-Leukocyte","-","YD diagnostics","1+, 2+, 3+","",""
"1000003083","류마앤정내과","CU-25-03","-Leukocyte","±","YD diagnostics","1+, 2+, 3+","",""
"1000003111","새소망내과","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000003121","위하는 내과의원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"1000003146","김포정원내과의원","CU-25-03","-Specific Gravity","0.020","Abbott","","-333.60","-333.60"
"1000003162","위사랑연합내과의원","CU-25-03","-Leukocyte","-","Abbott","1+, 2+, 3+","",""
"1000003248","목화병원","CU-25-03","-Nitrite","Negative","Others","Positive","",""
"1000003248","목화병원","CU-25-03","-Leukocyte","-","Others","1+, 2+, 3+","",""
"1000003563","의료법인녹십자의료재단양산녹십자의원","CU-25-03","-Specific Gravity","1.020","Sysmex","","-4.57","-4.57"
"1000003565","둔산한빛내과","CU-25-03","-Specific Gravity","1.010","Abbott","","-3.60","-3.42"
"1000003566","청주엔도내과","CU-25-03","-Leukocyte","-","㈜디에프아이","1+, 2+, 3+","",""
"1000003577","김태효탑내과의원","CU-25-03","-Nitrite","Negative","㈜디에프아이","Positive","",""
"1000003577","김태효탑내과의원","CU-25-03","-Leukocyte","±","㈜디에프아이","1+, 2+, 3+","",""
"1000003592","굿프라임메디컬의원","CU-25-03","-Specific Gravity","1.000","㈜디에프아이","","-7.00","-7.15"
"1000003596","최강식내과의원","CU-25-03","-Leukocyte","±","Abbott","1+, 2+, 3+","",""
"100000P023","서초구보건소","CU-25-03","-Specific Gravity","1.015","Siemens Healthineers","","-4.06",""
"100000P063","인천중구보건소","CU-25-03","-Specific Gravity","0.015","Roche","","-166.68","-355.89"
"1000000045","인천기독병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000112","아산재단보령아산병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000656","은병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000661","윤호21병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000680","청파의료재단 수원중앙병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000723","화성중앙종합병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000885","영채내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000933","광주시엘병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000955","광주희망병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001020","인천온누리병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001084","비에비스 나무병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001105","굿모닝병원","CUI-25-01","Urine sediment","RBC casts","","Calcium oxalate","",""
"1000001107","대항병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001117","창동제일의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001139","해피뷰병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001208","원광메디칼내과영상의학과","CUI-25-01","Urine sediment","Erythrocyte, dysmorphic","","Calcium oxalate","",""
"1000001260","신호균 모두 드림 내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001275","(의)인봉의료재단 영등포병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001333","HM병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001454","맑은수신경과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001464","광명속편한내과","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001467","의)인당의료재단 부민서울병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001770","씨엔씨푸른병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000001796","하나메디칼의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002093","안산경희재활요양병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002231","미래와 희망 산부인과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002326","행복한병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002478","경동의료재단 효성병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002524","청주프라임병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002606","의료법인 우리아이들의료재단 성북우리아이들병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002769","밝은내일내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002793","화성디에스병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000002859","원광종합병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003013","베데스다병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003029","모커리한방병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003069","해운대내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003146","김포정원내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003160","민내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003180","더나은내과","CUI-25-01","Urine sediment","Erythrocyte, dysmorphic","","Calcium oxalate","",""
"1000003197","홍이내과의원","CUI-25-01","Urine sediment","Uric acid","","Calcium oxalate","",""
"1000003224","청주탑엔도내과","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003232","코젤병원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000003551","연세세림내과","CUI-25-01","Urine sediment","RBC casts","","Calcium oxalate","",""
"1000003569","계룡내과의원","CUI-25-01","Urine sediment","Calcium carbonate","","Calcium oxalate","",""
"1000000061","한전의료재단 한일병원","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000129","하나병원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000420","고흥종합병원","CUI-25-02","Urine sediment","Sodium urate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000540","(의)성삼의료재단 미즈메디병원","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000622","목포더조은내과의원","CUI-25-02","Urine sediment","Hippuric acid","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000651","광주일곡병원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000754","메디인 병원","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000829","성서병원","CUI-25-02","Urine sediment","Hippuric acid","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000908","예산종합병원","CUI-25-02","Urine sediment","Cholesterol","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000976","목포 한사랑병원","CUI-25-02","Urine sediment","Cholesterol","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001231","혜화영상의학과","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001234","진의료재단 순천평화병원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001243","이랜드클리닉","CUI-25-02","Urine sediment","Cholesterol","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001275","(의)인봉의료재단 영등포병원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001287","지디스내과","CUI-25-02","Urine sediment","Cholesterol","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001792","사회복지법인 SRC재활병원","CUI-25-02","Urine sediment","Calcium oxalate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001799","의료법인 원주성모병원 (구 조양병원)","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001893","한일병원","CUI-25-02","Urine sediment","Cholesterol","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000001896","하나로의원","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002153","든든한병원","CUI-25-02","Urine sediment","Uric acid","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002166","푸르메재단 넥슨어린이재활병원","CUI-25-02","Urine sediment","Cholesterol","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002400","통영고려병원","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002478","경동의료재단 효성병원","CUI-25-02","Urine sediment","Calcium oxalate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002541","하나병원","CUI-25-02","Urine sediment","Calcium phosphate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002548","서울우리들내과의원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002647","자연속내과의원","CUI-25-02","Urine sediment","Uric acid","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000002733","신현승내과의원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000003029","모커리한방병원","CUI-25-02","Urine sediment","Calcium oxalate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000003093","정읍한국병원","CUI-25-02","Urine sediment","Amorphous urates/phosphates","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000003551","연세세림내과","CUI-25-02","Urine sediment","Uric acid","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000003555","송파드림재활병원","CUI-25-02","Urine sediment","Uric acid","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000003619","경기도립정신병원","CUI-25-02","Urine sediment","Calcium carbonate","","Ammonium magnesium phosphate (triple phosphate)","",""
"1000000045","인천기독병원","CUI-25-03","Urine sediment","Calcium oxalate","","Uric acid","",""
"1000000719","장흥우리병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000000885","영채내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001058","한마음내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001088","목포21세기하나내과","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001208","원광메디칼내과영상의학과","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001275","(의)인봉의료재단 영등포병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001291","굿모닝내과병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001333","HM병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001367","울산제일병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001378","무지개병원","CUI-25-03","Urine sediment","Calcium oxalate","","Uric acid","",""
"1000001407","부안혜성병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001673","목포미래병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001826","새로운 내과","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000001845","박근태내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000002093","안산경희재활요양병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000002231","미래와 희망 산부인과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000002578","일산미래내과","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000002647","자연속내과의원","CUI-25-03","Urine sediment","Cystine","","Uric acid","",""
"1000003137","오정본병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003146","김포정원내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003197","홍이내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003232","코젤병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003275","가평의료재단 첨단선병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003550","곡성군립노인전문병원","CUI-25-03","Urine sediment","Hippuric acid","","Uric acid","",""
"1000003551","연세세림내과","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003555","송파드림재활병원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003617","바른메디내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003618","용인삼성내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
"1000003625","광주웰니스내과의원","CUI-25-03","Urine sediment","Sodium urate","","Uric acid","",""
